"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,7.25293138968165e-22,0.000109760262284095,9.81485171735032e-237,2.84134485832115e-241,2.41721142591193e-168,1.45691658030737e-164,6.37786483861708e-06,3.3368172024622e-67,1.11275655595113e-164,5.4947971579017e-269
"2",7.25293138968165e-22,1,2.17055676268027e-26,1.2912438939654e-148,1.22690755555526e-163,1.99023013759553e-143,2.09571387941542e-132,5.24435342081558e-33,2.46108156051697e-16,6.604445765659e-143,5.44064304608491e-250
"3",0.000109760262284095,2.17055676268027e-26,1,1.49845090853491e-165,5.03076016001989e-167,5.62283870898868e-127,3.36782619940297e-119,0.949564436759513,6.14859624144748e-62,1.26372754450338e-126,2.36208347015842e-207
"4",9.81485171735032e-237,1.2912438939654e-148,1.49845090853491e-165,1,1.72713687022873e-31,6.96698273547496e-166,3.39393072668215e-155,2.15328351061249e-139,5.26445155750271e-117,2.9396724043479e-166,1.55692934137181e-289
"5",2.84134485832115e-241,1.22690755555526e-163,5.03076016001989e-167,1.72713687022873e-31,1,3.15316450519221e-136,1.75907833007494e-112,1.49522723268391e-139,1.14830526190554e-127,4.88355591487843e-148,1.55733853642244e-289
"6",2.41721142591193e-168,1.99023013759553e-143,5.62283870898868e-127,6.96698273547496e-166,3.15316450519221e-136,1,1.57815344535222e-31,1.23846900791384e-111,4.59867550199357e-119,5.9166365754004e-13,2.36303463427392e-207
"7",1.45691658030737e-164,2.09571387941542e-132,3.36782619940297e-119,3.39393072668215e-155,1.75907833007494e-112,1.57815344535222e-31,1,6.18848234802517e-109,1.02640472438728e-114,2.3904727999655e-74,2.36281020555329e-207
"8",6.37786483861708e-06,5.24435342081558e-33,0.949564436759513,2.15328351061249e-139,1.49522723268391e-139,1.23846900791384e-111,6.18848234802517e-109,1,5.56007834101577e-78,3.53679026096894e-109,2.36130339838585e-207
"9",3.3368172024622e-67,2.46108156051697e-16,6.14859624144748e-62,5.26445155750271e-117,1.14830526190554e-127,4.59867550199357e-119,1.02640472438728e-114,5.56007834101577e-78,1,2.86790099080633e-118,2.3622910861277e-207
"10",1.11275655595113e-164,6.604445765659e-143,1.26372754450338e-126,2.9396724043479e-166,4.88355591487843e-148,5.9166365754004e-13,2.3904727999655e-74,3.53679026096894e-109,2.86790099080633e-118,1,2.3623949009265e-207
"11",5.4947971579017e-269,5.44064304608491e-250,2.36208347015842e-207,1.55692934137181e-289,1.55733853642244e-289,2.36303463427392e-207,2.36281020555329e-207,2.36130339838585e-207,2.3622910861277e-207,2.3623949009265e-207,1
"12",0,0,0,0,0,0,0,0,0,0,0
"13",-2.57706516383093e-19,-0.241672898860399,0.11038665038665,-0.743305424733996,-0.750460491889063,-0.789241622574956,-0.78021978021978,0.128808845475512,-0.494283000949668,-0.78050061050061,-1
"14",0.241672898860399,-4.87778039892176e-19,0.314765211640212,-0.622150651927438,-0.653253259637188,-0.755097552910053,-0.725074404761905,0.354389880952381,-0.242736441798942,-0.753705357142857,-1
"15",-0.11038665038665,-0.314765211640212,1.27677712978888e-18,-0.754090271029047,-0.757481913400281,-0.780078105316201,-0.755419501133787,-0.00206097253716301,-0.540458553791887,-0.778979591836735,-1
"16",0.743305424733996,0.622150651927438,0.754090271029047,-1.34920478512091e-18,-0.248654727197001,-0.754856926897743,-0.729821833495303,0.691151063600043,0.632342079689018,-0.755719684699277,-1
"17",0.750460491889063,0.653253259637188,0.757481913400281,0.248654727197001,4.45112932717688e-19,-0.683142209264658,-0.619784040600367,0.691549508692366,0.660997732426304,-0.71256451787064,-1
"18",0.789241622574956,0.755097552910053,0.780078105316201,0.754856926897743,0.683142209264658,2.40589624942021e-19,0.380163769211388,0.73063744016125,0.754983623078861,-0.234389014865205,-1
"19",0.78021978021978,0.725074404761905,0.755419501133787,0.729821833495303,0.619784040600367,-0.380163769211388,2.18561390326443e-19,0.72159234063996,0.740831443688587,-0.593653313177123,-1
"20",-0.128808845475512,-0.354389880952381,0.00206097253716301,-0.691151063600043,-0.691549508692366,-0.73063744016125,-0.72159234063996,4.25076089847491e-20,-0.608352229780801,-0.722411186696901,-1
"21",0.494283000949668,0.242736441798942,0.540458553791887,-0.632342079689018,-0.660997732426304,-0.754983623078861,-0.740831443688587,0.608352229780801,6.54651597481724e-19,-0.752416225749559,-1
"22",0.78050061050061,0.753705357142857,0.778979591836735,0.755719684699277,0.71256451787064,0.234389014865205,0.593653313177123,0.722411186696901,0.752416225749559,-4.42285648140912e-20,-1
"23",1,1,1,1,1,1,1,1,1,1,-2.18561390326443e-20
