timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1519834656668,1171,4149 /,200,OK,Returning User 1-6,text,true,,32370,7,7,1034,0
1519834655652,2188,4149 /,200,OK,Returning User 1-5,text,true,,32370,7,7,1911,0
1519834652639,5200,4149 /,200,OK,Returning User 1-2,text,true,,32370,7,7,4437,0
1519834651744,6097,4149 /,200,OK,Returning User 1-1,text,true,,32370,7,7,5211,0
1519834657672,169,4149 /,200,OK,Returning User 1-7,text,true,,32370,7,7,166,0
1519834654642,3197,4149 /,200,OK,Returning User 1-4,text,true,,32370,7,7,2722,0
1519834653637,4202,4149 /,200,OK,Returning User 1-3,text,true,,32370,7,7,3587,0
1519834657846,17,4150 /jsi18n/,200,OK,Returning User 1-2,text,true,,3371,7,7,17,0
1519834657847,20,4150 /jsi18n/,200,OK,Returning User 1-1,text,true,,3371,7,7,20,0
1519834657847,23,4150 /jsi18n/,200,OK,Returning User 1-5,text,true,,3371,7,7,23,0
1519834657848,26,4150 /jsi18n/,200,OK,Returning User 1-4,text,true,,3371,7,7,26,0
1519834657849,30,4150 /jsi18n/,200,OK,Returning User 1-3,text,true,,3371,7,7,30,0
1519834657846,37,4150 /jsi18n/,200,OK,Returning User 1-6,text,true,,3371,7,7,37,0
1519834658372,7,4150 /jsi18n/,200,OK,Returning User 1-7,text,true,,3371,7,7,7,0
1519834658546,14,4151 /cart/summary/,200,OK,Returning User 1-6,text,true,,520,7,7,14,0
1519834658546,26,4151 /cart/summary/,200,OK,Returning User 1-2,text,true,,520,7,7,26,0
1519834658550,34,4151 /cart/summary/,200,OK,Returning User 1-3,text,true,,520,7,7,34,0
1519834658548,49,4151 /cart/summary/,200,OK,Returning User 1-4,text,true,,520,7,7,49,0
1519834658548,60,4151 /cart/summary/,200,OK,Returning User 1-1,text,true,,520,7,7,60,0
1519834658547,73,4151 /cart/summary/,200,OK,Returning User 1-5,text,true,,520,7,7,73,0
1519834658703,134,4149 /,200,OK,Returning User 1-8,text,true,,32370,8,8,134,0
1519834659073,16,4151 /cart/summary/,200,OK,Returning User 1-7,text,true,,520,8,8,16,0
1519834659246,265,4152 /account/login/,200,OK,Returning User 1-2,text,true,,14838,8,8,265,0
1519834659247,301,4152 /account/login/,200,OK,Returning User 1-6,text,true,,14838,8,8,301,0
1519834659503,48,4150 /jsi18n/,200,OK,Returning User 1-8,text,true,,3371,8,8,48,0
1519834659249,335,4152 /account/login/,200,OK,Returning User 1-3,text,true,,14838,8,8,335,0
1519834659249,370,4152 /account/login/,200,OK,Returning User 1-4,text,true,,14838,8,8,370,0
1519834659248,409,4152 /account/login/,200,OK,Returning User 1-5,text,true,,14838,8,8,409,0
1519834659247,443,4152 /account/login/,200,OK,Returning User 1-1,text,true,,14838,8,8,443,0
1519834659704,137,4149 /,200,OK,Returning User 1-9,text,true,,32370,9,9,136,0
1519834659872,35,4152 /account/login/,200,OK,Returning User 1-7,text,true,,14838,9,9,35,0
1519834660046,6,4154 /jsi18n/,200,OK,Returning User 1-6,text,true,,3371,9,9,6,0
1519834660047,8,4154 /jsi18n/,200,OK,Returning User 1-2,text,true,,3371,9,9,8,0
1519834660047,12,4154 /jsi18n/,200,OK,Returning User 1-1,text,true,,3371,9,9,12,0
1519834660047,17,4154 /jsi18n/,200,OK,Returning User 1-5,text,true,,3371,9,9,17,0
1519834660048,20,4154 /jsi18n/,200,OK,Returning User 1-4,text,true,,3371,9,9,20,0
1519834660049,23,4154 /jsi18n/,200,OK,Returning User 1-3,text,true,,3371,9,9,23,0
1519834660304,14,4151 /cart/summary/,200,OK,Returning User 1-8,text,true,,520,9,9,14,0
1519834660604,5,4150 /jsi18n/,200,OK,Returning User 1-9,text,true,,3371,9,9,5,0
1519834660703,142,4149 /,200,OK,Returning User 1-10,text,true,,32370,10,10,139,0
1519834660772,73,4154 /jsi18n/,200,OK,Returning User 1-7,text,true,,3371,10,10,73,0
1519834660946,14,4155 /cart/summary/,200,OK,Returning User 1-2,text,true,,520,10,10,14,0
1519834660949,23,4155 /cart/summary/,200,OK,Returning User 1-3,text,true,,520,10,10,23,0
1519834660948,37,4155 /cart/summary/,200,OK,Returning User 1-4,text,true,,520,10,10,37,0
1519834660948,49,4155 /cart/summary/,200,OK,Returning User 1-1,text,true,,520,10,10,49,0
1519834660947,61,4155 /cart/summary/,200,OK,Returning User 1-5,text,true,,520,10,10,61,0
1519834660947,74,4155 /cart/summary/,200,OK,Returning User 1-6,text,true,,520,10,10,74,0
1519834661204,35,4152 /account/login/,200,OK,Returning User 1-8,text,true,,14838,10,10,35,0
1519834661503,17,4151 /cart/summary/,200,OK,Returning User 1-9,text,true,,520,10,10,17,0
1519834661703,9,4150 /jsi18n/,200,OK,Returning User 1-10,text,true,,3371,10,10,9,0
1519834661772,14,4155 /cart/summary/,200,OK,Returning User 1-7,text,true,,520,10,10,14,0
1519834662503,659,4152 /account/login/,200,OK,Returning User 1-9,text,true,,14838,10,10,659,0
1519834662203,1250,4154 /jsi18n/,200,OK,Returning User 1-8,text,true,,3371,10,10,1250,0
1519834663503,75,4154 /jsi18n/,200,OK,Returning User 1-9,text,true,,3371,10,10,75,0
1519834661946,2195,4156 /account/login/,200,OK,Returning User 1-6,text,true,,32972,10,10,936,0
1519834661949,2192,4156 /account/login/,200,OK,Returning User 1-1,text,true,,32972,10,10,524,0
1519834662772,1369,4156 /account/login/,200,OK,Returning User 1-7,text,true,,32972,10,10,676,0
